"name","dime_cid","cf_score","state","judge_type"
"Ronald E. Cox",5342006967,-1.21007188760932,"WA",""
"Susan E. Cox",52350669075,-1.1632574149073,"IL",""
"Carrie E. Coyle",52749907956,-1.0334099972224,"IA",""
"John J. Coyle, Jr.",2749907586,-0.347219910417017,"NJ",""
"William J. Coyne",2520785093,-1.0224547639608,"OH",""
"Joseph R. Coyte",2339665128,-1.02410831385378,"CO",""
"Sam F. Cozza",2598834499,-1.12436705604391,"WA",""
"R. Bruce Cozzens, Jr.",3327163381,0.45654132120258,"NY",""
"Judy S. Craddick",53758349524,1.43161020733834,"CA",""
"Mary M. Craft",52548798654,-1.02597449410019,"TX",""
"Ronald R. Craft",2548798875,0.77661054926899,"OH",""
"Alan L. Crafts",2548799247,-0.455185611117931,"CA",""
"Daniel J. Craig",3125060980,0.587316276197885,"GA",""
"John O. Craig III",3125059926,-0.33646363825298,"NC",""
"James Morgan Anderson, III",2745895213,0.170484323791941,"GA",""
"James W. Anderson",3105047921,1.10414068599719,"TX",""
"Jamie L. Anderson",53105047410,NA,"MN",""
"Jeanne Weston Anderson",53820452666,-0.200584584470849,"AL",""
"John Edward Anderson, III",2905971213,1.13120846327235,"CO",""
"John F. Anderson",29195916469,-0.896926268488673,"VA",""
"John Anderson, III",2905970797,1.10897429621204,"KS",""
"John Lyon Anderson",29325972335,-0.780470644647888,"MO",""
"John P. Anderson",2905971156,-0.862590469986993,"WI",""
"John S. Anderson",29406584103,1.03365887982907,"TX",""
"Susan Julia Craighead",52587825698,-1.2133228632926,"WA",""
"David F. Crain",2946997861,-0.60838068885792,"TX",""
"Hillary J. Crain",80938803556,0.664091365121923,"LA",""
"Patricia Crain",52946997562,-0.962411637235759,"OR",""
"Joyce Marie Cram",53298174218,0.680076629743981,"CA",""
"Corey S. Cramin",3758348986,1.28188460112176,"CA",""
"Charles S. Crandall",5351893690,-0.869891985908248,"CA",""
"Stephen G. Crane",29195859371,-1.30515603603197,"NY",""
"William A. Crane",5191477905,0.837294007137514,"MI",""
"William E. Crane",2440745180,-0.74650888999523,"WI",""
"John H. Cranford",3272165953,-1.15232838878399,"GA",""
"Mary Nell Crapitto",80938803265,0.452149243508359,"TX",""
"James Alan Crary",3110088723,-1.59339743397135,"CA",""
"Charles F. Crawford, Jr.",4672068658,1.27199989972918,"TN",""
" Charles G. Crawford",30223969459,1.12933744286834,"FL",""
"Gary L. Crawford",5653921342,-0.736517928058106,"MD",""
"John Crawford Judge",5281653253,-0.94799615648769,"ID",""
"Karen S. Crawford",54116332466,NA,"CA",""
"Linton Kim Crawford, Jr.",2944990514,0.433673291866278,"GA",""
"Steven Crawford Verby",3727278284,0.0383669953457713,"ID",""
"William H. Crawford, II",2364692049,-0.613287814011665,"MI",""
"Steven R. Cray",3095034234,-1.27820770129401,"WI",""
"Julie Creal",81441050984,0.381331523395888,"MI",""
"Timothy P. Creany",4927311121,-0.166296102447711,"PA",""
"J. Richard Creatura",5342005231,0.0399798804455432,"WA",""
"Steven Roy Crebessa",3733280555,-0.0139497197483592,"KY",""
"Andrew A. Crecca",3491201391,0.697740272961916,"NY",""
" Frederick H. Creekmore",2822935956,-0.653386565956475,"VA",""
"Matthew J. Crehan",3956001400,0.872054449897601,"OH",""
"Daniel D. Creitz",26692399236,1.0226278792823,"KS",""
" William T. Cremins",2665854792,0.223793473283192,"CT",""
"McCarthy Crenshaw, Jr.",2381709110,0.916752452530757,"FL",""
"Todd L. Cresap",3596206634,1.2536670817111,"ND",""
"Kathleen C. Anderson",52905969560,-1.09294885729137,"TX",""
"Ken Anderson",2905969224,1.01306531516051,"TX",""
"Albert W. Cretella, Jr.",2447741340,0.267599788413008,"CT",""
"John C. Creuzot",3758346320,-0.513662553631783,"TX",""
"Johnnie E. Crews",2846951993,0.256807820022523,"GA",""
" Thomas S. Crewson",2846951519,0.68966420012841,"OK",""
"Graham Anderson Cribbs",2359685747,0.57538874078029,"CA",""
"Charles F. Crimi, Jr.",3156107443,-0.378613875158553,"NY",""
"Sandra R. Criner",53302169917,0.626901247056112,"NC",""
"Susan Criss",52877961018,-0.540998227940674,"TX",""
"Robert E. Crist",3177129361,1.2020826886242,"MO",""
"A. Jay Cristol",2447741233,-0.580629530603737,"FL",""
"Roger L. Crittenden",3138071340,-0.322982777808407,"KY",""
"David W. Crockenberg",3541206850,0.0787026545205879,"CO",""
"Janet Jobe Crocker",52965999112,0.0720522414710183,"KY",""
"Martha R. Crocker",55513119309,NA,"NH",""
"George W. Crockett, III",4116331415,-1.47886929931324,"MI",""
"Janice Claire Croft",54116331340,-0.187798287956973,"CA",""
"Anderson D. Cromer",3223137394,-0.331053149689956,"NC",""
"John F. Cronan, Jr.",3354167027,-0.0932646807455572,"CT",""
"John D. Crosby",29105821417,1.00035046682901,"GA",""
"Glenn R. Croshaw",5492910920,-0.382362381889209,"VA",""
"H. Walter Croskey",30223967594,-0.483955127824475,"CA",""
"Judith A. Cross",52228630139,-0.921936858009713,"OH",""
"Melanie B. Cross",53125057550,-0.154123597647664,"GA",""
"Lawrence O. Anderson",2905968087,0.519831706306949,"AZ",""
"Marcine Anderson",81417958304,-1.29185830133018,"WA",""
"Margaret R. Anderson",52589815524,-1.03734021904213,"CA",""
"Garrett R. Crouch, II",2918985671,1.01709925945806,"MO",""
"John P. Crouch",2918985509,-1.00247097802474,"IA",""
"Karen A. Crouch",52918986081,-0.370653645670916,"TX",""
"David F. Crow",2792918292,-0.232568226174052,"FL",""
"Fred W. Crow, III",3301162825,0.892896212902126,"OH",""
" John C. Crow",2792917972,0.945446446131943,"MO",""
"Kenneth F. Crow",2792917395,-0.33646363825298,"NC",""
"Kent Crow",2792917922,-0.463295516812033,"AR",""
"Robroy L. Crow",2792917323,-0.787169840629778,"OH",""
"Elizabeth H. Crowder",54116329652,-0.679631939164023,"TX",""
"Patricia Crowe",52454761812,-1.0927593305302,"WI",""
"Paul G. Crowley",2801926338,-1.13646354040877,"OR",""
"Robert E. Crowley",26692393178,0.535371390754918,"ME",""
"W. Timothy Crowley",2801925915,-0.476767622100647,"IN",""
"Daniel A. Crowson",2511779917,0.905982800126784,"AL",""
"Wade M. Crumbley",4927311089,0.220530233506364,"GA",""
"Raul C. Cruz",30503656384,-0.574380134960171,"NY",""
"Denise Navarre Cubbon",53733279388,-0.647523060662612,"OH",""
"Mary Peter Cudd",53396187158,1.06436059977656,"TX",""
"Melton D. Cude",2851948441,0.99865184342399,"TX",""
"Byron G. Cudmore",3758340458,0.705811577584368,"IL",""
" Martha D. Anderson",55201524887,0.483162789751401,"MI",""
"Matthew S. Anderson",30350394901,-0.263133632202992,"CA",""
"Melinda Anderson",52905965553,0.269679700016665,"GA",""
"Mike Anderson",4925302328,0.950898847851024,"TX",""
"Nora S. Anderson",52745893141,-0.699142986477481,"NY",""
"Francis P. Cullen",3027017551,NA,"MA",""
"Lawrence V. Cullen",3027017409,-0.545548210683412,"NY",""
"Stephen J. Culliton",3025022119,0.152822119017415,"IL",""
"Vincent A. Culotta",3382176710,0.586123829722815,"OH",""
"Vann Culp",3124059716,0.706015811582526,"TX",""
"Ronald Evans Culpepper",2330661356,-1.21569277311162,"WA",""
"Taylor R. Culver",2808938863,-1.53601081172937,"CA",""
" Thomas R. Culver, III",2808939171,0.839841421920589,"TX",""
"William Eugene Culver",2808939134,0.271832258120488,"OK",""
"Jamie Graves Cummings",3096065780,1.3922739331339,"TX",""
"Michael R. Cummins",2594834462,0.71003981964497,"CA",""
"Bill Cunningham",3822456624,0.216838385898863,"KY",""
"Charles J. Cunningham, III",2418719831,0.287622326371581,"PA",""
"David S. Cunningham, III",5171646294,-0.810306734483182,"CA",""
"Joel C. Cunningham, Jr.",3230132051,-0.221576694395805,"VA",""
"Joy V. Cunningham",80196880013,-1.16092767716227,"IL",""
"Penelope R. Cunningham",52887967508,0.808285029586939,"OH",""
"Stephen D. Cunnison",30223964994,0.176969330459562,"CA",""
"Georgia M. Curio",53733278627,0.211210284342019,"NJ",""
"Dean E. Curl",2985012170,0.6464225431716,"OH",""
"Wilson Curle",3679206939,0.272550381118394,"CA",""
"Charles D. Curless",3679207003,0.709025499627547,"MO",""
"John P. Curley, Jr.",3067029707,-0.4818968724258,"MA",""
"Patricia S. Curley",53067029916,0.806071579861006,"WI",""
"Rochelle Curley",80196879937,NA,"FL",""
"Barbara A. Curran",80567033615,0.572450325622007,"NJ",""
"John M. Curran",2442749074,-0.185505090515824,"NY",""
"Peter C. Anderson",29195916075,-1.6302117896688,"WI",""
"Richard M. Anderson",3909517280,-0.53647787557039,"TX",""
"Paul S. Curran",2442748647,0.927848172457625,"WI",""
"Robert E. J. Curran",2442748564,0.500811921155904,"PA",""
"Robert J. Curran",2442747973,-0.650502643978893,"MO",""
"Thomas P. Curran",2442748391,0.882844567083922,"OH",""
"Margaret C. Currie",76672277994,0.722393953315691,"MI",""
"Charles C. Currier",2381713692,0.146574451042021,"NM",""
"Charles B. Curry",30223964510,NA,"FL",""
"Daniel A. Curry",3273177249,0.82001219155357,"CA",""
"Kenneth C. Curry",2545798734,0.815873500297768,"TX",""
"Robert F. Curtin",3196149948,-0.862590469986993,"WI",""
"Daphne Means Curtis",54074312254,-1.53601081172937,"MI",""
"Katherine R. Curtis",52365677858,-0.949759829965021,"MT",""
"Richard M. Curtis",2551804174,1.12901235276127,"CA",""
"Robert E. Cusack",2424724350,-0.786656155315287,"IL",""
"James Gordon Cushman",3186136042,NA,"NY",""
"Charles V. Cusimano, II",3238138277,0.744499474488196,"LA",""
"Frank Edward Cuthbertson",29195855509,-1.16564767916811,"WA",""
"Anthony J. Cutrona",3521207861,-0.84744823133282,"NY",""
"Daniel T. Cveykus",30223963679,-1.30614931343117,"WI",""
"Miriam Cyrulnik",53718257618,-0.384847109195748,"NY",""
"Paul Czajka",27364619160,0.722202853664706,"NY",""
"Daniel M. Czamanske",3758333343,-0.321953201574445,"MO",""
"J. Stephen Czuleger",3733277760,-0.578877321523943,"CA",""
"John M. Czygier, Jr.",3733270538,0.442777293577734,"NY",""
"Gloria M. Dabiri",80503656022,-0.76009920999794,"NY",""
"Frank M. D'Addabbo, Jr.",3759356971,-0.643476074068279,"CT",""
"David Dahan",3476200135,NA,"NY",""
"Stephen J. Dahl (BV)",30223962961,-0.332444261328871,"NV",""
"Lisa D. Dahlquist",79466859697,-1.53601081172937,"MI",""
"Robert P. Dahlquist",30196879545,-0.544035603468693,"CA",""
"Terry J. Dailey",2443745141,-1.3859503357953,"NJ",""
"William L. Daisy",3781542846,0.716916893565357,"NC",""
"Diane Dal Santo",54636044251,-0.653386890797017,"NM",""
"Candy Wagahoff Dale",52356684690,-0.280461524504217,"ID",""
" Richard Dale Greenwood (BV)",2558808755,1.08198825180527,"ID",""
"Robert J. Dale",2356683929,1.13909013123947,"UT",""
"Henry G. Dalehite, Jr.",3759356294,1.26520928930326,"TX",""
"James P. Daley",2268639057,0.940701767473112,"WI",""
"Thomas F. Daley",2268639223,-0.364944546789381,"LA",""
"Rebecca Frank Dallet",53759356080,-0.698548274235969,"WI",""
"Craig A. Dally",2938989715,0.656434076304538,"PA",""
"David C. Dally",2938989712,0.909771595330945,"MO",""
" Angelita Blackshear Dalton",52592819115,0.350240163788428,"TN",""
"Wesley Clay Dalton",2592819592,1.06850803963299,"MO",""
"Thomas R. Daly",2378697870,NA,"NY",""
"Richard P. Dambold",3748287012,0.0623737622772827,"TX",""
"E. Penn Dameron, Jr.",3112072594,-0.507894836208829,"NC",""
"Michael L. D'Amico",2751916565,NA,"NY",""
"Paul A. Damico",2751916508,0.741669911293451,"FL",""
"John A. Damon",3178118141,-1.02822996016552,"WI",""
"Dorian K. Damoorgian",3781539540,0.92175208772399,"FL",""
"William A. Danaher, Jr.",28399131107,-1.1703124603463,"NY",""
"Therese Wiley Dancks",53781538886,0.522991431112255,"NY",""
"Jean M. Dandona",53238138152,-0.66503725744219,"CA",""
"Thomas J. Dandurand",3679212778,-0.876196276074075,"CA",""
"Edmund M. Dane",3208137689,1.15002672376821,"NY",""
"Donald L. Daniel",3152097391,1.05152598890289,"IN",""
"Janice Daniel",53080021151,0.99107873384025,"GA",""
"Kimberly J. Daniel",55492901513,1.01306531516051,"VA",""
"Deborah Daniels",53080023814,-0.897735829105283,"MO",""
"Judith M. Daniels",52666857331,-0.361516534609822,"NC",""
"David J. Danielsen",2552807731,-1.07288385721786,"CA",""
"Brent V. Danielson",2666855349,0.877416393973304,"MI",""
"Elizabeth W. Danielson",54073304240,-0.605285534173371,"AR",""
"Leslie A. Danio",53759333932,NA,"MA",""
"Susan S. Danoff",53279164434,NA,"NY",""
"Mitchell J. Danziger",2598828506,-0.408888080226106,"NY",""
"David A. D'Apolito",26672265680,-0.407938918749477,"OH",""
"Lou A. D'Apolito",53668207671,-0.712694103669408,"OH",""
"Gail A. Andler",54925302141,0.298573425262422,"CA",""
"David P. Darden",3150113996,0.275814754717202,"GA",""
"Deanne L. Darling",52918993636,-1.13646354040877,"OR",""
"James P. Darrah",3196131832,-0.856015807130112,"CA",""
"Warren Richard Darrow",30223960236,-1.53277368841308,"AZ",""
"Denise Ann Dartt",55201518151,-0.651186365814385,"OH",""
"Andrea A. Darvas",55261778445,-1.05274854958674,"WA",""
"Peter L. Darvin",3781533504,-1.4263692980662,"ME",""
"William S. Dato",3678207275,-0.736144875432173,"CA",""
"Ralph W. Dau",30147783844,-0.47245229427736,"CA",""
"Ellen A. Dauber",52887966247,-0.767041900291351,"IL",""
"John T. Daughaday",30223959938,0.0585642925590576,"KY",""
"Jay A. Daugherty",31441037268,-0.622723262362935,"MO",""
"Chase Daughtrey",3279176712,0.979165885141976,"GA",""
"James Edward d'Auguste",3708242704,-0.70383785207274,"NY",""
"James C. Dauksch, Jr.",3781531711,-0.64227529508992,"FL",""
"Lee Ann Dauphinot",52500773032,0.92175208772399,"TX",""
"G. William Davenport",2420722405,NA,"GA",""
"Horace A. Davenport",2420722371,-1.034702228522,"PA",""
"Michael P. David",4339690749,-1.55174191664565,"MO",""
"Edward M. Davidowitz",2877964295,-0.498842748340629,"NY",""
"John L. Davidson",2352677908,-1.42807593156444,"CA",""
"Kathie Ezeria Davidson",52352679377,-0.595796672185893,"NY",""
"Mark D. Davidson",30905557340,0.443015811293363,"TX",""
" Richard H. Davidson",29386460239,1.07616076791823,"IA",""
"Carol G. Davies",53956999985,0.92175208772399,"TX",""
"Raymond J. Davilla, Jr.",3479200833,1.10705383267286,"CA",""
"Allan H. Davis",2590820326,0.865484482822869,"OH",""
"Alton T. Davis",5724226987,-0.883786412514612,"MI",""
"Bonnie C. Davis",53470204966,-1.33530796770291,"VA",""
"  Brent Davis",3470204794,-0.546872404630887,"AR",""
"Brian J. Davis",30223958759,NA,"FL",""
"Claude D. Davis",3231153724,0.812079828082288,"TX",""
" Clayton A. L. Davis",3231153675,0.0872709408542398,"LA",""
"Danny E. Davis",30097782400,-0.565357485423259,"NC",""
"David C. Davis",3231152544,1.04654360474995,"TX",""
"David P. Davis",29386459401,-1.04431662956579,"OH",""
"Fred D. Davis, III",3231149400,-0.815577496391864,"AR",""
"Glenn Davis",4078301697,-0.796749905610955,"AZ",""
"J. Thomas Davis",2590822098,-0.450236567173194,"NC",""
"Jenifer Melander Davis",80223958068,NA,"FL",""
"John E. Davis",26672257828,0.195933973413534,"OR",""
"John M. Davis",30223957979,0.570007666928351,"CA",""
"John N. Davis",3991165545,-0.240563781372459,"GA",""
"John Paul Davis",3231143370,-0.499363659032192,"TX",""
"John Wyatt Davis (BV)",3231143153,-0.233834142973944,"NC",""
"Joseph I. Davis, Jr.",3231142898,0.193264482400887,"FL",""
"Judy Davis",53231142525,-1.21268162378652,"TX",""
"Daniel True Andrews",29406581149,1.17189935533752,"FL",""
"Deborah B. Andrews",52533787503,-0.63674027208346,"CA",""
"Douglas Grant Andrews",29195915275,-0.355236176549048,"GA",""
" Linda Davis (AV)",53078025153,0.881716641419844,"MI",""
"Lindsay R. Davis, Jr.",3231140029,NA,"NC",""
"Lisa Tipping Davis",52630840796,0.0979552807077147,"OK",""
"M. Donald Davis, Jr.",3231136948,0.917786639957609,"AL",""
"Nancy L. Davis",52590823838,-1.00899246667328,"CA",""
"Paul Davis",30187806672,1.164291476618,"TX",""
"Richard D. Davis",3906486497,-0.58532026395006,"TX",""
"Robert E. Davis",3078030279,0.987771540474405,"OK",""
"Roger D. Davis",3078029498,-0.451388796971278,"IN",""
" Ross G. Davis",3078029096,-0.764396893961689,"OR",""
" Stephanie C. Davis",53910528789,-0.45610927016569,"GA",""
"Stephen J. Davis",30223957023,1.02594107326964,"TX",""
"Texanna Davis",80918730914,-0.655738899694974,"TX",""
"Vincent E. Davis",3818440521,-0.240494635638069,"MS",""
"William J. Davis",2630837731,-1.53601081172937,"CA",""
"William J. Davis",3078024298,-1.53601081172937,"NY",""
"F. Mayes Davison",30567027106,-0.585279017764572,"GA",""
"Frank Dawley",26672254130,-1.2267916491856,"AZ",""
"Betty L. Dawson",54105324485,-0.965544825541026,"CA",""
"James P. Dawson",29235965587,0.268750506100793,"NY",""
"Tandra L. Dawson",80567026422,-0.656198897554718,"NY",""
"Thomas C. Dawson",2927982809,0.166852934419973,"KY",""
"Gary B. Andrews",4036283207,-0.0719562772695268,"GA",""
"Ken Andrews",2533787117,0.135449242465169,"TX",""
"Craig R. Day",3187124999,1.21384658521856,"WI",""
"Vance D. Day",5000843606,0.717494018728808,"OR",""
"Virginia M. Days",54105311812,-1.06895802112459,"CA",""
"Ray J. Dayton",2843951011,-0.716307664536652,"MT",""
"John B. Deady",3475220595,-0.718577623644013,"MA",""
"Jason Jonathan Deal",5201517915,1.00904104524578,"GA",""
"Patrick DeAlmeida",3581211128,0.135296759355517,"NJ",""
"Don M. Dean (AV)",2475760128,0.318336548982659,"TX",""
"Joe N. Dean",3245153900,-0.789438002974868,"TX",""
"Keith Dean",2496762620,1.26378506928913,"TX",""
"Sheri Y. Dean",52475759186,1.12155424720209,"TX",""
"Jim Dear",3274161075,-0.176163153693696,"TX",""
"Latisha Germaine Dear",53274161060,0.30751175753547,"GA",""
"Peter L. Dearing",30223955568,NA,"FL",""
"John E. Dearman",3154098756,-0.872381400322661,"CA",""
"J. Michael Deasy",2799924355,0.751722387276486,"NH",""
"William W. Deaton, Jr.",3138070878,-0.762681877822929,"NM",""
"Paul E. Deats",2599821568,0.664989206143595,"MI",""
"John W. Debelius, III",3213131864,NA,"MD",""
"David B. Debenham",3492205034,-0.468371341751989,"KS",""
"Michael D. DeBerry",3285164534,0.268360471625045,"OK",""
"Frank DeBoni",3748294956,-0.455838620330865,"IL",""
"Walter Brooks Debow",3794245659,0.302510656132214,"NY",""
"Roger O. DeBruler",30918728766,-0.476767622100647,"IN",""
"Mark R. Decaria",3708242663,-0.353830062881338,"UT",""
"Donald A. DeCessna",3759352510,1.03741259580775,"OH",""
"Steven N. Andrews",3820452564,0.635621913412658,"MI",""
"William C. Andrews, III",27013640160,-0.623635463056795,"VA",""
"James Andring",3745284192,-0.329784141111602,"PA",""
"Tarrell Smylie Decker",3151124564,-0.719880761464954,"WA",""
"Anthony DeCristoforo, Jr.",3794242998,1.09996031372645,"CA",""
"Oswald A. Decuir",3491201167,0.0139275928097066,"LA",""
"Peter C. Deddeh",3748294821,-0.0155386541589903,"CA",""
"Robert L. Deddens (AV)",30223954707,1.2020826886242,"OH",""
"David B. Dee",29075815203,-0.544161291424455,"UT",""
"Joseph E. Deegan",3223144126,0.856073505886843,"MI",""
"Michael N. Deegan",3223143946,-0.141893599642283,"WY",""
"Peter E. Deegan",3223143966,0.0353797816510626,"MI",""
" Beth M. Deere",53301166456,-0.534512370591792,"AR",""
"Darryl W. Deets",3382172679,-0.862590469986993,"WI",""
"Anthony J. DeFino",3514211670,-0.409507588938312,"PA",""
"Joseph G. DeFrancesco",4927305480,-0.51975963885503,"MI",""
"Randy S. DeGeest",5503121506,-0.696550381526215,"IA",""
"John B. Degonia, Jr.",3794239658,-0.515710645622079,"GA",""
"Robert J. DeGrand",3794239402,-0.388622899339987,"MI",""
"Harold E. DeHoff",3370168989,0.931814370247795,"OH",""
"Kenneth R. Deihl",3377173014,-0.866094738815871,"IL",""
"Judith G. Dein",53759351136,-0.919001371563249,"MA",""
"David G. Deininger",2937983497,-0.226837618389544,"WI",""
"Mercedes F. Deiz",55211556302,-0.543178011514795,"OR",""
"Gail Dekreon",53708240872,-1.24114975645945,"CA",""
"Sean R. Delahanty",3210127971,-0.716885997631625,"KY",""
"Beth Marie Andrus",52304660949,-1.21485286372851,"WA",""
"Robert Charles Delamatre",3794235537,0.763716698815366,"OH",""
"John J. Delaney",2733896162,1.28458103892564,"SD",""
"John M. Delaney",2733895189,-0.155847842536273,"TX",""
"Patricia A. Delaney",52733895708,-0.711385921254048,"OH",""
"Stephen B. Delaney",2733895534,-0.237073972055198,"CT",""
"Curtis Delapp",2499762707,0.987771540474405,"OK",""
"Thomas S. DeLay",2797924598,0.821187793436006,"OH",""
"Arturo D. Deleon, Jr.",2997005071,0.284296425056136,"TX",""
"James M. DeLeon, III",3818434113,-0.386157104938539,"PA",""
"Helen Delgadillo",76491693953,-0.918203560870313,"TX",""
"Rodolfo Delgado",2832941218,-0.217017237250503,"TX",""
"Vincent M. Del Giudice",30566957871,-0.512889202937394,"NY",""
"Jeffery A. Deller (BV)",3427185650,0.92175208772399,"PA",""
"F. Theresa Dellick",53785731185,0.973977771199034,"OH",""
"Angelo A. Delligatti",3356170958,NA,"NY",""
"William R. DeLorenzo, Jr.",3286159489,-0.18844397249675,"NJ",""
"David Michael DeLuca",30567022415,-0.861432384372585,"WA",""
"Frank J. DeLuca",3030015811,0.626606012655035,"MI",""
"Alfred A. Delucchi",3785729023,0.74022642257909,"CA",""
"Paul A. Delucchi",3785729009,0.824114471057631,"CA",""
"Thomas A. Demakos",3759331854,-0.340321380759177,"NY",""
"Karl August William Demarce",3785728044,-0.646084251391829,"MO",""
"Carven D. Angel",26491748922,1.18045070574239,"FL",""
"Karen A. Angelini",54036280749,1.20673984114867,"TX",""
"Raymond C. Angelini",3201120219,0.995136354440209,"TX",""
"Helene Abrams",52452750597,-0.220913791213517,"AZ",""
"Jerome B. Abrams",2452751210,-0.970669863330263,"MN",""
"Judith Abrams",52724892098,-1.07288385721786,"CA",""
"Mary Leahy",NA,NA,"MN",""
"Steven B. Lockhart",NA,NA,"MI",""
"Marianne McBeth",NA,NA,"AR",""
"James V. Pierce (BV)",NA,NA,"FL",""
"Tracy A. Prall",NA,NA,"OR",""
"Scott T. Steffen",NA,NA,"CA",""
"Elizabeth Carroll Wingo",NA,NA,"DC",""
"Eugene Wolfe",NA,NA,"MD",""
"Jeff M. Brudie",NA,NA,"ID",""
"James M. Conley",NA,NA,"OH",""
"Christina D. Arvin",NA,NA,"IN",""
"Patricia A. Hider",NA,NA,"OH",""
"Jeffrey N. Holappa",NA,NA,"CO",""
"Barbara Hughes",NA,NA,"CO",""
"Margaret S. Johnson",NA,NA,"CA",""
"Bruce E. Julian (AV)",NA,NA,"TX",""
"John O. Colvin",NA,NA,"DC",""
"William C. Cregar",NA,NA,"DC",""
"Edward J. Damich",NA,NA,"DC",""
"Howard A. Dawson, Jr.",NA,NA,"DC",""
"John F. Dean",NA,NA,"DC",""
"Jack Delman",NA,NA,"DC",""
"Diana S. Dickinson",NA,NA,"DC",""
"Nancy S. Dolder",NA,NA,"DC",""
"John P. Dring, Jr.",NA,NA,"DC",""
"Jerome M. Drummond",NA,NA,"DC",""
"Andrew S. Effron",NA,NA,"DC",""
"Charles Edgar Erdmann",NA,NA,"DC",""
"Michael C. Farrar",NA,NA,"DC",""
"James S. Feight, Jr.",NA,NA,"DC",""
"Jerold Feldman",NA,NA,"DC",""
"Nancy B. Firestone",NA,NA,"DC",""
"Maurice B. Foley",NA,NA,"DC",""
"Seena K. Foster",NA,NA,"DC",""
"Bohdan A. Futey",NA,NA,"DC",""
"Joel Gerber",NA,NA,"DC",""
"Beryl S. Gilmore",NA,NA,"DC",""
"Ruth Bader Ginsburg",NA,NA,"DC",""
"Stanley J. Goldberg",NA,NA,"DC",""
"Sidney J. Goldstein",NA,NA,"DC",""
"Allan H. Goodman",NA,NA,"DC",""
"Richard C. Goodwin",NA,NA,"DC",""
"Elizabeth M. Grant",NA,NA,"DC",""
"Samuel Anthony Alito, Jr.",NA,NA,"DC",""
"James L. Guil",NA,NA,"DC",""
"David Gustafson",NA,NA,"DC",""
"Lawrence B. Hagel",NA,NA,"DC",""
"Harry A. Haines",NA,NA,"DC",""
"Terrence S. Hartman",NA,NA,"DC",""
"E. Roy Hawkens",NA,NA,"DC",""
"Alan W. Heifetz",NA,NA,"DC",""
"Thomas C. Heinz",NA,NA,"DC",""
"Robert H. Hodges, Jr.",NA,NA,"DC",""
"Marian Blank Horn",NA,NA,"DC",""
"Catherine B. Hyatt",NA,NA,"DC",""
"Julian I. Jacobs",NA,NA,"DC",""
"David W. James, Jr.",NA,NA,"DC",""
"Wesley C. Jockisch",NA,NA,"DC",""
"Alan Kay",NA,NA,"DC",""
"Anthony M. Kennedy",NA,NA,"DC",""
"Colleen C. Kollar-Kotelly",NA,NA,"DC",""
"Kenneth B. Kramer",NA,NA,"DC",""
"Alan G. Lance",NA,NA,"DC",""
"David Laro",NA,NA,"DC",""
"Daniel L. Leland",NA,NA,"DC",""
"Arthur A. Liberty",NA,NA,"DC",""
"Robert A. Andretta",NA,NA,"DC",""
"Glenn L. Archer, Jr.",NA,NA,"DC",""
"Richard S. Arkow",NA,NA,"DC",""
"Robert N. Armen, Jr.",NA,NA,"DC",""
"H. Jere Armstrong",NA,NA,"DC",""
"Patrick B. Augustine",NA,NA,"DC",""
"James E. Baker",NA,NA,"DC",""
"Paul J. Luckern",NA,NA,"DC",""
"Richard W. Manning",NA,NA,"DC",""
"Lawrence S. Margolis",NA,NA,"DC",""
"Ronald L. McCallum",NA,NA,"DC",""
"R. Anthony McCann",NA,NA,"DC",""
"R. Bryan McDaniel",NA,NA,"DC",""
"Regina McGranery",NA,NA,"DC",""
"Gary Melick",NA,NA,"DC",""
"Mark A. Melnick",NA,NA,"DC",""
"Larry S. Merck",NA,NA,"DC",""
"James F. Merow",NA,NA,"DC",""
"Jan K. Michalski",NA,NA,"DC",""
"Christine O'Dell Cook Miller",NA,NA,"DC",""
"William A. Moorman",NA,NA,"DC",""
"Richard T. Morrison",NA,NA,"DC",""
"John J. Mulrooney, II",NA,NA,"DC",""
"Edward J. Murty, Jr.",NA,NA,"DC",""
"Mollie W. Neal",NA,NA,"DC",""
"Frank Q. Nebeker",NA,NA,"DC",""
"Frederick D. Neusner",NA,NA,"DC",""
"Arthur L. Nims, III",NA,NA,"DC",""
"Louis F. Oberdorfer",NA,NA,"DC",""
"Reba Page",NA,NA,"DC",""
"Peter J. Panuthos",NA,NA,"DC",""
"Carol N. Park-Conroy",NA,NA,"DC",""
"Michael T. Paul",NA,NA,"DC",""
"Robert T. Peacock",NA,NA,"DC",""
"Dennis L. Phillips",NA,NA,"DC",""
"Thomas L. Pullen",NA,NA,"DC",""
"Gail A. Randall",NA,NA,"DC",""
"Deborah A. Robinson",NA,NA,"DC",""
"Covette Rooney",NA,NA,"DC",""
"Joan Huddy Rosenzweig",NA,NA,"DC",""
"James R. Rucker, Jr.",NA,NA,"DC",""
"Robert P. Ruwe",NA,NA,"DC",""
"Antonin Scalia",NA,NA,"DC",""
"Mary J. Schoelen",NA,NA,"DC",""
"Irwin Schroeder",NA,NA,"DC",""
"John H. Schumacher",NA,NA,"DC",""
"Cheryl Lyn Scott",NA,NA,"DC",""
"David B. Sentelle",NA,NA,"DC",""
"Richard Shackleford",NA,NA,"DC",""
"Patricia J. Sheridan",NA,NA,"DC",""
"Loren A. Smith",NA,NA,"DC",""
